latitude,longitude,DistanceFromMean,worst_api,end_completo
-25.559544133333333,-49.18385196666666,0.08,mapbox,"ALAMEDA BOM PASTOR, 171, SAO JOSE DOS PINHAIS - PR"
-25.56491966666667,-49.174574,0.21,google,"ALAMEDA BOM PASTOR, 1816, SAO JOSE DOS PINHAIS - PR"
-25.569220666666666,-49.17288133333333,0.69,mapbox,"ALAMEDA BOM PASTOR, 1900, SAO JOSE DOS PINHAIS - PR"
-25.5689781,-49.17309533333333,0.74,mapbox,"ALAMEDA BOM PASTOR, 2500, SAO JOSE DOS PINHAIS - PR"
-25.562495900000002,-49.17791616666667,1.13,mapbox,"ALAMEDA BOM PASTOR, 3005, SAO JOSE DOS PINHAIS - PR"
-25.56499066666667,-49.17417929999999,0.15,herev7,"ALAMEDA BOM PASTOR, 3361, SAO JOSE DOS PINHAIS - PR"
-25.571612733333335,-49.176254666666665,2.31,google,"ALAMEDA BOM PASTOR, 3755, SAO JOSE DOS PINHAIS - PR"
-25.562046133333336,-49.176673099999995,0.17,google,"ALAMEDA BOM PASTOR, 3856, SAO JOSE DOS PINHAIS - PR"
-25.564867733333333,-49.17492886666667,0.78,herev7,"ALAMEDA BOM PASTOR, 3919, SAO JOSE DOS PINHAIS - PR"
-25.5615397,-49.178756099999994,0.86,mapbox,"ALAMEDA BOM PASTOR, 3950, SAO JOSE DOS PINHAIS - PR"
-25.57515696666667,-49.174884633333335,2.23,mapbox,"ALAMEDA BOM PASTOR, 4051, SAO JOSE DOS PINHAIS - PR"
-25.56407413333333,-49.174621566666666,0.12,mapbox,"ALAMEDA BOM PASTOR, 4205, SAO JOSE DOS PINHAIS - PR"
-25.5621464,-49.1800236,1.03,mapbox,"ALAMEDA BOM PASTOR, 450, SAO JOSE DOS PINHAIS - PR"
-25.575675,-49.17586746666666,2.4,mapbox,"ALAMEDA BOM PASTOR, 451, SAO JOSE DOS PINHAIS - PR"
-25.578212166666663,-49.1720823,1.4,mapbox,"ALAMEDA BOM PASTOR, 47, SAO JOSE DOS PINHAIS - PR"
-25.560207700000003,-49.181324933333336,0.79,mapbox,"ALAMEDA BOM PASTOR, 497, SAO JOSE DOS PINHAIS - PR"
-25.560140533333335,-49.18095233333333,0.69,mapbox,"ALAMEDA BOM PASTOR, 689, SAO JOSE DOS PINHAIS - PR"
-25.56931,-49.176396266666664,2.28,google,"ALAMEDA BOM PASTOR, 74, SAO JOSE DOS PINHAIS - PR"
-25.560573566666665,-49.1801503,0.83,mapbox,"ALAMEDA BOM PASTOR, 787, SAO JOSE DOS PINHAIS - PR"
-25.576636633333337,-49.171661,1.26,mapbox,"ALAMEDA BOM PASTOR, 80, SAO JOSE DOS PINHAIS - PR"
-25.562504766666667,-49.17729566666666,0.55,mapbox,"ALAMEDA BOM PASTOR, 826, SAO JOSE DOS PINHAIS - PR"
-25.562779366666664,-49.176640166666665,0.46,mapbox,"ALAMEDA BOM PASTOR, 920, SAO JOSE DOS PINHAIS - PR"
-25.568739466666667,-49.217072900000005,0.01,mapbox,"ALAMEDA BUTANTA, 191, SAO JOSE DOS PINHAIS - PR"
-25.568728933333333,-49.21721533333332,0.04,mapbox,"ALAMEDA BUTANTA, 66, SAO JOSE DOS PINHAIS - PR"
-25.4384137,-49.28450383333334,0.06,mapbox,"ALAMEDA DOM PEDRO II, 332, CURITIBA - PR"
-25.438857133333332,-49.28456323333333,0.02,google,"ALAMEDA DOM PEDRO II, 367, CURITIBA - PR"
-25.4397024,-49.285965733333335,0.03,google,"ALAMEDA DOM PEDRO II, 520, CURITIBA - PR"
-25.43684466666667,-49.282409666666666,0.02,mapbox,"ALAMEDA DOM PEDRO II, 71, CURITIBA - PR"
-25.431524,-49.276180466666666,0.07,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 100, CURITIBA - PR"
-25.436622166666666,-49.28871886666667,0.04,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 1461, CURITIBA - PR"
-25.436744899999997,-49.28911200000001,0.03,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 1523, CURITIBA - PR"
-25.431876466666665,-49.27687976666667,0.07,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 155, CURITIBA - PR"
-25.431240099999997,-49.275209399999994,0.02,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 2, CURITIBA - PR"
-25.438797899999997,-49.295191499999994,0.04,google,"ALAMEDA DR CARLOS DE CARVALHO, 2050, CURITIBA - PR"
-25.432023233333336,-49.277648666666664,0.11,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 226, CURITIBA - PR"
-25.44002743333333,-49.29735586666666,0.09,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 2369, CURITIBA - PR"
-25.4326641,-49.279260566666665,0.06,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 440, CURITIBA - PR"
-25.434210366666665,-49.282642066666675,0.03,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 805, CURITIBA - PR"
-25.4343448,-49.28302316666667,0.05,mapbox,"ALAMEDA DR CARLOS DE CARVALHO, 855, CURITIBA - PR"
